date,state,crop,modal_price
2025-05-19,Himachal Pradesh,Banana,3500
2025-05-19,Himachal Pradesh,Beetroot,3000
2025-05-19,Himachal Pradesh,Bottle gourd,1400
2025-05-19,Himachal Pradesh,Capsicum,3200
2025-05-19,Himachal Pradesh,Cauliflower,5000
2025-05-19,Himachal Pradesh,Jack Fruit,3500
2025-05-19,Himachal Pradesh,Peas Wet,6000
2025-05-19,Himachal Pradesh,Apricot(Jardalu/Khumani),7500
2025-05-19,Himachal Pradesh,Colacasia,5200
2025-05-19,Himachal Pradesh,Karbuja(Musk Melon),2200
2025-05-19,Himachal Pradesh,Mango,5500
2025-05-19,Himachal Pradesh,Pomegranate,11000
2025-05-19,Himachal Pradesh,Apple,13000
2025-05-19,Himachal Pradesh,Capsicum,2500
2025-05-19,Himachal Pradesh,Onion,1800
2025-05-19,Himachal Pradesh,Pomegranate,9000
2025-05-19,Himachal Pradesh,Carrot,2000
2025-05-19,Himachal Pradesh,Cauliflower,4500
2025-05-19,Himachal Pradesh,Colacasia,5000
2025-05-19,Himachal Pradesh,Ginger(Green),6000
2025-05-19,Himachal Pradesh,Mousambi(Sweet Lime),6000
2025-05-19,Himachal Pradesh,Peas Wet,8000
2025-05-19,Himachal Pradesh,Pumpkin,1400
2025-05-19,Himachal Pradesh,Raddish,4000
2025-05-19,Himachal Pradesh,Spinach,2000
2025-05-19,Himachal Pradesh,Sponge gourd,2500
2025-05-19,Himachal Pradesh,Cauliflower,1000
2025-05-19,Himachal Pradesh,Capsicum,2500
2025-05-19,Himachal Pradesh,French Beans (Frasbean),5000
2025-05-19,Himachal Pradesh,Mango,5500
2025-05-19,Himachal Pradesh,Peas cod,5800
2025-05-19,Himachal Pradesh,Tomato,1300
2025-05-19,Jammu and Kashmir,Apple,7000
2025-05-19,Jammu and Kashmir,Brinjal,1800
2025-05-19,Jammu and Kashmir,Capsicum,2200
2025-05-19,Jammu and Kashmir,Ginger(Green),5000
2025-05-19,Jammu and Kashmir,Peas Wet,8000
2025-05-19,Jammu and Kashmir,Pomegranate,8000
2025-05-19,Jammu and Kashmir,Pumpkin,1600
2025-05-19,Jammu and Kashmir,Round gourd,500
2025-05-19,Jammu and Kashmir,Tomato,1200
2025-05-19,Jammu and Kashmir,Tomato,2000
2025-05-19,Kerala,Ashgourd,1900
2025-05-19,Kerala,Bhindi(Ladies Finger),3800
2025-05-19,Kerala,Carrot,3800
2025-05-19,Kerala,Cauliflower,0
2025-05-19,Kerala,Ginger(Green),0
2025-05-19,Kerala,Pumpkin,1800
2025-05-19,Kerala,Green Chilli,6000
2025-05-19,Kerala,Ridgeguard(Tori),4000
2025-05-19,Kerala,Snakeguard,3200
2025-05-19,Kerala,Banana,6000
2025-05-19,Kerala,Cabbage,4000
2025-05-19,Kerala,Colacasia,8000
2025-05-19,Kerala,Onion,5000
2025-05-19,Kerala,Capsicum,6000
2025-05-19,Kerala,Drumstick,4000
2025-05-19,Kerala,Onion,4000
2025-05-19,Kerala,Banana - Green,5200
2025-05-19,Kerala,Cauliflower,5500
2025-05-19,Kerala,Cowpea(Veg),3000
2025-05-19,Kerala,Little gourd (Kundru),3400
2025-05-19,Kerala,Snakeguard,3500
2025-05-19,Kerala,Tomato,3200
2025-05-19,Kerala,Alsandikai,2500
2025-05-19,Kerala,Amla(Nelli Kai),4500
2025-05-19,Kerala,Ashgourd,1400
2025-05-19,Kerala,Bhindi(Ladies Finger),2500
2025-05-19,Kerala,Coconut,6200
2025-05-19,Kerala,Coriander(Leaves),6000
2025-05-19,Kerala,Drumstick,8000
2025-05-19,Kerala,Indian Beans (Seam),4000
2025-05-19,Kerala,Lemon,11000
2025-05-19,Kerala,Potato,4000
2025-05-19,Kerala,Pumpkin,1200
2025-05-19,Kerala,Snakeguard,3200
2025-05-19,Kerala,Sweet Potato,3000
2025-05-19,Kerala,Beetroot,2300
2025-05-19,Kerala,Carrot,2500
2025-05-19,Kerala,Green Chilli,3000
2025-05-19,Kerala,Indian Beans (Seam),5700
2025-05-19,Kerala,Onion,1600
2025-05-19,Kerala,Pineapple,3200
2025-05-19,Kerala,Tomato,2000
2025-05-19,Kerala,Banana,5000
2025-05-19,Kerala,Beetroot,6500
2025-05-19,Kerala,Bhindi(Ladies Finger),4300
2025-05-19,Kerala,Cauliflower,6000
2025-05-19,Kerala,Mango (Raw-Ripe),3800
2025-05-19,Kerala,Tapioca,3000
2025-05-19,Kerala,Tapioca,4500
2025-05-19,Kerala,Black pepper,64000
2025-05-19,Kerala,Cucumbar(Kheera),3500
2025-05-19,Kerala,Onion,2000
2025-05-19,Kerala,Banana,5600
2025-05-19,Kerala,Black pepper,64000
2025-05-19,Kerala,Banana,5000
2025-05-19,Kerala,Beetroot,4700
2025-05-19,Kerala,Carrot,3600
2025-05-19,Kerala,Cluster beans,8000
2025-05-19,Kerala,Green Chilli,3000
2025-05-19,Kerala,Little gourd (Kundru),3400
2025-05-19,Kerala,Banana,6500
2025-05-19,Kerala,Banana,3000
2025-05-19,Kerala,Brinjal,2500
2025-05-19,Kerala,Cabbage,1700
2025-05-19,Kerala,Drumstick,11200
2025-05-19,Kerala,Bhindi(Ladies Finger),4000
2025-05-19,Kerala,Apple,23500
2025-05-19,Kerala,Ginger(Green),5000
2025-05-19,Kerala,Pumpkin,1500
2025-05-19,Kerala,Amaranthus,1800
2025-05-19,Kerala,Beetroot,4200
2025-05-19,Kerala,Bitter gourd,5500
2025-05-19,Kerala,Bottle gourd,1800
2025-05-19,Kerala,Cowpea(Veg),3100
2025-05-19,Kerala,Drumstick,5500
2025-05-19,Kerala,Pumpkin,700
2025-05-19,Kerala,Raddish,2000
2025-05-19,Kerala,Snakeguard,2200
2025-05-19,Kerala,Bhindi(Ladies Finger),3000
2025-05-19,Kerala,Brinjal,2800
2025-05-19,Kerala,Carrot,3800
2025-05-19,Kerala,Cauliflower,4000
2025-05-19,Kerala,Cluster beans,3000
2025-05-19,Kerala,Onion,2000
2025-05-19,Kerala,Pumpkin,1500
2025-05-19,Kerala,Snakeguard,3500
2025-05-19,Kerala,Tomato,1700
2025-05-19,Kerala,Bottle gourd,2200
2025-05-19,Kerala,Cabbage,1700
2025-05-19,Kerala,Cucumbar(Kheera),3000
2025-05-19,Kerala,Drumstick,6800
2025-05-19,Kerala,Ginger(Green),5800
2025-05-19,Kerala,Potato,2700
2025-05-19,Kerala,Tomato,1700
2025-05-19,Kerala,Ashgourd,1100
2025-05-19,Kerala,Bhindi(Ladies Finger),1900
2025-05-19,Kerala,Drumstick,5600
2025-05-19,Kerala,Tomato,1600
2025-05-19,Kerala,Amranthas Red,1800
2025-05-19,Kerala,Cauliflower,3000
2025-05-19,Kerala,Ginger(Green),3600
2025-05-19,Kerala,Grapes,6600
2025-05-19,Kerala,Mango,7800
2025-05-19,Kerala,Orange,8300
2025-05-19,Kerala,Pineapple,4300
2025-05-19,Kerala,Potato,2600
2025-05-19,Kerala,Amla(Nelli Kai),4000
2025-05-19,Kerala,Beetroot,3600
2025-05-19,Kerala,Bitter gourd,5500
2025-05-19,Kerala,Carrot,2500
2025-05-19,Kerala,Cowpea(Veg),3500
2025-05-19,Kerala,Onion,1800
2025-05-19,Kerala,Pumpkin,1200
2025-05-19,Kerala,Ginger(Green),4200
2025-05-19,Kerala,Lemon,6500
2025-05-19,Kerala,Little gourd (Kundru),3500
2025-05-19,Kerala,Onion,5800
2025-05-19,Kerala,Pumpkin,1200
2025-05-19,Kerala,Sweet Potato,3000
2025-05-19,Kerala,Cabbage,1500
2025-05-19,Kerala,Carrot,3500
2025-05-19,Kerala,Pumpkin,1000
2025-05-19,Kerala,Banana,6800
2025-05-19,Kerala,Beans,5800
2025-05-19,Kerala,Bitter gourd,5800
2025-05-19,Kerala,Carrot,2800
2025-05-19,Kerala,Lemon,9800
2025-05-19,Madhya Pradesh,Potato,350
2025-05-19,Madhya Pradesh,Water Melon,600
2025-05-19,Odisha,Mango (Raw-Ripe),1500
2025-05-19,Odisha,Potato,1800
2025-05-19,Odisha,Bhindi(Ladies Finger),7800
2025-05-19,Odisha,Onion,1000
2025-05-19,Odisha,Tomato,1600
2025-05-19,Odisha,Onion,1000
2025-05-19,Odisha,Beans,6500
2025-05-19,Odisha,Pointed gourd (Parval),2000
2025-05-19,Odisha,Tomato,1800
2025-05-19,Odisha,Brinjal,3500
2025-05-19,Odisha,Cabbage,450
2025-05-19,Odisha,Carrot,2800
2025-05-19,Odisha,Tomato,1600
2025-05-19,Odisha,Bitter gourd,4000
2025-05-19,Odisha,Pumpkin,1500
2025-05-19,Odisha,Tomato,2500
2025-05-19,Odisha,Tomato,1400
2025-05-19,Odisha,Cauliflower,2500
2025-05-19,Odisha,Beetroot,3500
2025-05-19,Odisha,Brinjal,2000
2025-05-19,Odisha,Pumpkin,1000
2025-05-19,Odisha,Tomato,2000
2025-05-19,Odisha,Onion,1700
2025-05-19,Odisha,Pointed gourd (Parval),5000
2025-05-19,Punjab,Cauliflower,600
2025-05-19,Punjab,Potato,700
2025-05-19,Punjab,Tomato,800
2025-05-19,Punjab,Bottle gourd,2000
2025-05-19,Punjab,Brinjal,4000
2025-05-19,Punjab,Banana,2500
2025-05-19,Punjab,Field Pea,4500
2025-05-19,Punjab,Garlic,6000
2025-05-19,Punjab,Ginger(Green),3500
2025-05-19,Punjab,Grapes,4500
2025-05-19,Punjab,Papaya,3000
2025-05-19,Punjab,Tomato,750
2025-05-19,Punjab,Cucumbar(Kheera),500
2025-05-19,Punjab,Green Chilli,1200
2025-05-19,Punjab,Potato,600
2025-05-19,Punjab,Bottle gourd,600
2025-05-19,Punjab,Pumpkin,1400
2025-05-19,Punjab,Bitter gourd,1500
2025-05-19,Punjab,Brinjal,1500
2025-05-19,Punjab,Cucumbar(Kheera),2000
2025-05-19,Punjab,Field Pea,6000
2025-05-19,Punjab,Green Chilli,1800
2025-05-19,Punjab,Karbuja(Musk Melon),2000
2025-05-19,Punjab,Mango,5500
2025-05-19,Punjab,Tomato,1200
2025-05-19,Punjab,Chikoos(Sapota),2000
2025-05-19,Punjab,Peach,2000
2025-05-19,Punjab,Pumpkin,400
2025-05-19,Punjab,Water Melon,800
2025-05-19,Punjab,Bitter gourd,1000
2025-05-19,Punjab,Capsicum,1000
2025-05-19,Punjab,Capsicum,1500
2025-05-19,Punjab,Apple,11000
2025-05-19,Punjab,Bhindi(Ladies Finger),2500
2025-05-19,Punjab,Cabbage,1000
2025-05-19,Punjab,Capsicum,2000
2025-05-19,Punjab,Field Pea,6500
2025-05-19,Punjab,Mango,5500
2025-05-19,Punjab,Round gourd,700
2025-05-19,Punjab,Bottle gourd,500
2025-05-19,Punjab,French Beans (Frasbean),6300
2025-05-19,Punjab,Onion,1100
2025-05-19,Punjab,Raddish,1300
2025-05-19,Punjab,Water Melon,600
2025-05-19,Punjab,Potato,800
2025-05-19,Punjab,Tomato,600
2025-05-19,Punjab,Apple,10000
2025-05-19,Punjab,Bottle gourd,1200
2025-05-19,Punjab,Cabbage,200
2025-05-19,Punjab,Capsicum,1500
2025-05-19,Punjab,Cucumbar(Kheera),1000
2025-05-19,Punjab,Garlic,7000
2025-05-19,Punjab,Mousambi(Sweet Lime),5000
2025-05-19,Punjab,Onion,1300
2025-05-19,Punjab,Bhindi(Ladies Finger),2500
2025-05-19,Punjab,Bhindi(Ladies Finger),2500
2025-05-19,Punjab,Bitter gourd,1200
2025-05-19,Punjab,Cucumbar(Kheera),1000
2025-05-19,Punjab,Bitter gourd,1200
2025-05-19,Punjab,Garlic,6000
2025-05-19,Rajasthan,Maize,2360
2025-05-19,Rajasthan,Apple,11800
2025-05-19,Rajasthan,Bhindi(Ladies Finger),2000
2025-05-19,Rajasthan,Pomegranate,11800
2025-05-19,Rajasthan,Potato,700
2025-05-19,Rajasthan,Ginger(Green),3000
2025-05-19,Rajasthan,Barley (Jau),1950
2025-05-19,Rajasthan,Taramira,5191
2025-05-19,Rajasthan,Tomato,500
2025-05-19,Rajasthan,Cummin Seed(Jeera),16000
2025-05-19,Rajasthan,Mustard,6500
2025-05-19,Rajasthan,Wheat,2500
2025-05-19,Rajasthan,Barley (Jau),2201
2025-05-19,Telangana,Paddy(Dhan)(Common),2300
2025-05-19,Telangana,Cabbage,600
2025-05-19,Telangana,Capsicum,2500
2025-05-19,Telangana,Cluster beans,3000
2025-05-19,Telangana,Dry Chillies,9000
2025-05-19,Telangana,Green Chilli,2500
2025-05-19,Telangana,Onion,300
2025-05-19,Telangana,Tamarind Fruit,9000
2025-05-19,Telangana,Paddy(Dhan)(Common),2300
2025-05-19,Telangana,Paddy(Dhan)(Common),2300
2025-05-19,Telangana,Paddy(Dhan)(Common),2100
2025-05-19,Telangana,Paddy(Dhan)(Common),1800
2025-05-19,Telangana,Paddy(Dhan)(Common),2300
2025-05-19,Telangana,Bhindi(Ladies Finger),3800
2025-05-19,Telangana,Cucumbar(Kheera),1800
2025-05-19,Telangana,Leafy Vegetable,2000
2025-05-19,Telangana,Potato,2500
2025-05-19,Telangana,Pumpkin,1300
2025-05-19,Telangana,Tomato,1300
2025-05-19,Telangana,Beetroot,1700
2025-05-19,Telangana,Colacasia,3500
2025-05-19,Telangana,Field Pea,6500
2025-05-19,Telangana,Onion,1600
2025-05-19,Telangana,Beetroot,2000
2025-05-19,Telangana,Brinjal,1600
2025-05-19,Telangana,Cabbage,2000
2025-05-19,Telangana,Carrot,2000
2025-05-19,Telangana,Cauliflower,3500
2025-05-19,Telangana,French Beans (Frasbean),7500
2025-05-19,Telangana,Tomato,800
2025-05-19,Tripura,Green Chilli,5500
2025-05-19,Tripura,Pumpkin,3000
2025-05-19,Tripura,Tomato,4500
2025-05-19,Tripura,Snakeguard,3850
2025-05-19,Tripura,Brinjal,1500
2025-05-19,Tripura,Garlic,8000
2025-05-19,Tripura,Ginger(Green),2800
2025-05-19,Tripura,Sweet Pumpkin,1600
2025-05-19,Tripura,Cucumbar(Kheera),3900
2025-05-19,Tripura,Pointed gourd (Parval),5900
2025-05-19,Tripura,Sweet Pumpkin,1900
2025-05-19,Tripura,Tomato,3900
2025-05-19,Uttar Pradesh,Tomato,700
2025-05-19,Uttar Pradesh,Bhindi(Ladies Finger),1000
2025-05-19,Uttar Pradesh,Cauliflower,1200
2025-05-19,Uttar Pradesh,Tomato,500
2025-05-19,Uttar Pradesh,Bottle gourd,1300
2025-05-19,Uttar Pradesh,Cauliflower,1300
2025-05-19,Uttar Pradesh,Brinjal,1035
2025-05-19,Uttar Pradesh,Tomato,660
2025-05-19,Uttar Pradesh,Onion,1100
2025-05-19,Uttar Pradesh,Potato,1050
2025-05-19,Uttar Pradesh,Tomato,650
2025-05-19,Uttar Pradesh,Cauliflower,800
2025-05-19,Uttar Pradesh,Wheat,2430
2025-05-19,Uttar Pradesh,Bhindi(Ladies Finger),1700
2025-05-19,Uttar Pradesh,Cauliflower,1500
2025-05-19,Uttar Pradesh,Ginger(Green),4050
2025-05-19,Uttar Pradesh,Potato,1080
2025-05-19,Uttar Pradesh,Potato,1000
2025-05-19,Uttar Pradesh,Rice,3300
2025-05-19,Uttar Pradesh,Water Melon,800
2025-05-19,Uttar Pradesh,Green Chilli,2000
2025-05-19,Uttar Pradesh,Karbuja(Musk Melon),1650
2025-05-19,Uttar Pradesh,Tomato,800
2025-05-19,Uttar Pradesh,Wheat,2430
2025-05-19,Uttar Pradesh,Apple,5000
2025-05-19,Uttar Pradesh,Banana - Green,600
2025-05-19,Uttar Pradesh,Banana,2865
2025-05-19,Uttar Pradesh,Banana - Green,1675
2025-05-19,Uttar Pradesh,Bengal Gram Dal (Chana Dal),7550
2025-05-19,Uttar Pradesh,Bengal Gram(Gram)(Whole),6625
2025-05-19,Uttar Pradesh,Bhindi(Ladies Finger),1465
2025-05-19,Uttar Pradesh,Bitter gourd,1550
2025-05-19,Uttar Pradesh,Brinjal,1200
2025-05-19,Uttar Pradesh,Garlic,6200
2025-05-19,Uttar Pradesh,Brinjal,1400
2025-05-19,Uttar Pradesh,Cabbage,900
2025-05-19,Uttar Pradesh,Cucumbar(Kheera),1050
2025-05-19,Uttar Pradesh,Mousambi(Sweet Lime),3550
2025-05-19,Uttar Pradesh,Rice,2600
2025-05-19,Uttar Pradesh,Wheat,2425
2025-05-19,Uttar Pradesh,Bottle gourd,1020
2025-05-19,Uttar Pradesh,Brinjal,1480
2025-05-19,Uttar Pradesh,Cauliflower,1350
2025-05-19,Uttar Pradesh,Bottle gourd,600
2025-05-19,Uttar Pradesh,Onion,1000
2025-05-19,Uttar Pradesh,Gur(Jaggery),3600
2025-05-19,Uttar Pradesh,Bottle gourd,1000
2025-05-19,Uttar Pradesh,Pumpkin,750
2025-05-19,Uttar Pradesh,Bottle gourd,1500
2025-05-19,Uttar Pradesh,Cauliflower,1200
2025-05-19,Uttar Pradesh,Water Melon,900
2025-05-19,Uttar Pradesh,Tomato,1235
2025-05-19,Uttar Pradesh,Pumpkin,1000
2025-05-19,Uttar Pradesh,Onion,1140
2025-05-19,Uttar Pradesh,Onion,1700
2025-05-19,Uttar Pradesh,Apple,8200
2025-05-19,Uttar Pradesh,Garlic,2650
2025-05-19,Uttar Pradesh,Potato,1425
2025-05-19,Uttar Pradesh,Soyabean,4000
2025-05-19,Uttar Pradesh,Green Chilli,2800
2025-05-19,Uttar Pradesh,Gur(Jaggery),3800
2025-05-19,Uttar Pradesh,Barley (Jau),2100
2025-05-19,Uttar Pradesh,Wheat,2450
2025-05-19,Uttar Pradesh,Wood,420
2025-05-19,Uttar Pradesh,Bengal Gram(Gram)(Whole),6325
2025-05-19,Uttar Pradesh,Masur Dal,9000
2025-05-19,Uttar Pradesh,Bhindi(Ladies Finger),700
2025-05-19,Uttar Pradesh,Potato,700
2025-05-19,Uttar Pradesh,Tomato,750
2025-05-19,Uttar Pradesh,Tomato,600
2025-05-19,Uttar Pradesh,Apple,9450
2025-05-19,Uttar Pradesh,Cauliflower,1435
2025-05-19,Uttar Pradesh,Tomato,755
2025-05-19,Uttar Pradesh,Tomato,655
2025-05-19,Uttar Pradesh,Tomato,740
2025-05-19,Uttar Pradesh,Bhindi(Ladies Finger),1300
2025-05-19,Uttar Pradesh,Garlic,6200
2025-05-19,Uttar Pradesh,Bitter gourd,1000
2025-05-19,Uttar Pradesh,Tomato,800
2025-05-19,Uttar Pradesh,Wood,530
2025-05-19,Uttar Pradesh,Potato,700
2025-05-19,Uttar Pradesh,Cabbage,900
2025-05-19,Uttar Pradesh,Gur(Jaggery),3000
2025-05-19,Uttar Pradesh,Onion,950
2025-05-19,Uttar Pradesh,Potato,850
2025-05-19,Uttar Pradesh,Arhar Dal(Tur Dal),10000
2025-05-19,Uttar Pradesh,Banana,2600
2025-05-19,Uttar Pradesh,Ginger(Green),3200
2025-05-19,Uttar Pradesh,Mustard,5700
2025-05-19,Uttar Pradesh,Onion,1000
2025-05-19,Uttar Pradesh,Tomato,700
2025-05-19,Uttrakhand,Carrot,1000
2025-05-19,Uttrakhand,Cucumbar(Kheera),550
2025-05-19,Uttrakhand,Mousambi(Sweet Lime),3000
2025-05-19,Uttrakhand,Onion,1100
2025-05-19,Uttrakhand,Peach,3500
2025-05-19,Uttrakhand,Water Melon,600
2025-05-19,Uttrakhand,Cauliflower,150
2025-05-19,Uttrakhand,Onion,1200
2025-05-19,Uttrakhand,Bottle gourd,400
2025-05-19,Uttrakhand,Karbuja(Musk Melon),1500
2025-05-19,Uttrakhand,Onion,1000
2025-05-19,Uttrakhand,Potato,800
2025-05-19,Uttrakhand,Bhindi(Ladies Finger),1000
2025-05-19,Uttrakhand,Cucumbar(Kheera),500
2025-05-19,Uttrakhand,Potato,800
2025-05-19,Uttrakhand,Bottle gourd,2800
2025-05-19,Uttrakhand,French Beans (Frasbean),2600
2025-05-19,Uttrakhand,Lemon,4500
2025-05-19,Uttrakhand,Onion,2100
2025-05-19,Uttrakhand,Papaya,3800
2025-05-19,Uttrakhand,Water Melon,3600
2025-05-19,Uttrakhand,Rice,3010
2025-05-19,West Bengal,Green Chilli,4200
2025-05-19,West Bengal,Bhindi(Ladies Finger),1200
2025-05-19,West Bengal,Garlic,8000
2025-05-19,West Bengal,Ridgeguard(Tori),2800
2025-05-19,West Bengal,Bitter gourd,1400
2025-05-19,West Bengal,Brinjal,2000
2025-05-19,West Bengal,Rice,3600
2025-05-19,West Bengal,Mustard,6100
2025-05-19,West Bengal,Jute,6000
2025-05-19,West Bengal,Rice,3600
2025-05-19,West Bengal,Onion,1500
2025-05-19,West Bengal,Ridgeguard(Tori),2000
2025-05-19,West Bengal,Cucumbar(Kheera),2800
2025-05-19,Andhra Pradesh,Mousambi(Sweet Lime),400
2025-05-19,Andhra Pradesh,Gur(Jaggery),3400
2025-05-19,Andhra Pradesh,Banana,2800
2025-05-19,Andhra Pradesh,Banana,3700
2025-05-19,Andhra Pradesh,Maize,2300
2025-05-19,Andhra Pradesh,Turmeric,6000
2025-05-19,Gujarat,Green Chilli,1550
2025-05-19,Gujarat,Tomato,1650
2025-05-19,Gujarat,Groundnut,4900
2025-05-19,Gujarat,Wheat,2350
2025-05-19,Gujarat,Castor Seed,5600
2025-05-19,Gujarat,Guar,3500
2025-05-19,Gujarat,Arhar (Tur/Red Gram)(Whole),4500
2025-05-19,Gujarat,Cotton,5000
2025-05-19,Gujarat,"Sesamum(Sesame,Gingelly,Til)",6000
2025-05-19,Gujarat,Corriander seed,6500
2025-05-19,Gujarat,Wheat,2500
2025-05-19,Gujarat,Bottle gourd,1500
2025-05-19,Gujarat,Onion,1000
2025-05-19,Gujarat,Castor Seed,5655
2025-05-19,Gujarat,Cluster beans,3000
2025-05-19,Gujarat,Lemon,5000
2025-05-19,Gujarat,Potato,800
2025-05-19,Gujarat,Bhindi(Ladies Finger),1100
2025-05-19,Gujarat,Brinjal,1250
2025-05-19,Gujarat,Mango,2750
2025-05-19,Gujarat,Banana - Green,1000
2025-05-19,Gujarat,Drumstick,1000
2025-05-19,Gujarat,Elephant Yam (Suran),6500
2025-05-19,Gujarat,Ginger(Green),1500
2025-05-19,Gujarat,Pointed gourd (Parval),2500
2025-05-19,Gujarat,Surat Beans (Papadi),4500
2025-05-19,Gujarat,Sweet Potato,1500
2025-05-19,Gujarat,Banana,2500
2025-05-19,Gujarat,Cauliflower,2500
2025-05-19,Gujarat,Cucumbar(Kheera),500
2025-05-19,Gujarat,Mango,8000
2025-05-19,Gujarat,Onion Green,2000
2025-05-19,Gujarat,Potato,1500
2025-05-19,Gujarat,Cabbage,600
2025-05-19,Gujarat,Sponge gourd,1500
2025-05-19,Haryana,Apple,12000
2025-05-19,Haryana,Mango,5000
2025-05-19,Haryana,Onion,1200
2025-05-19,Haryana,Tomato,1000
2025-05-19,Haryana,Apple,10000
2025-05-19,Haryana,Bottle gourd,800
2025-05-19,Haryana,Cabbage,800
2025-05-19,Haryana,Pomegranate,5000
2025-05-19,Haryana,Banana,3000
2025-05-19,Haryana,Onion,900
2025-05-19,Haryana,Tomato,700
2025-05-19,Haryana,Water Melon,400
2025-05-19,Haryana,Bitter gourd,2000
2025-05-19,Haryana,Bottle gourd,1000
2025-05-19,Haryana,Chikoos(Sapota),2000
2025-05-19,Haryana,Onion,1000
2025-05-19,Haryana,Apple,7000
2025-05-19,Haryana,Banana - Green,1500
2025-05-19,Haryana,Tomato,600
2025-05-19,Haryana,Apple,8500
2025-05-19,Haryana,Onion,250
2025-05-19,Haryana,Capsicum,2000
2025-05-19,Haryana,Cucumbar(Kheera),1200
2025-05-19,Haryana,Green Chilli,2500
2025-05-19,Haryana,Karbuja(Musk Melon),1500
2025-05-19,Haryana,Mango (Raw-Ripe),2000
2025-05-19,Haryana,Pumpkin,500
2025-05-19,Haryana,Brinjal,1200
2025-05-19,Haryana,Bhindi(Ladies Finger),2000
2025-05-19,Haryana,Spinach,1000
2025-05-19,Haryana,Chikoos(Sapota),1700
2025-05-19,Haryana,Bitter gourd,1600
2025-05-19,Haryana,Ginger(Dry),6000
2025-05-19,Haryana,Pumpkin,1000
2025-05-19,Haryana,Banana,1500
2025-05-19,Haryana,Bottle gourd,2000
2025-05-19,Haryana,Cucumbar(Kheera),1000
2025-05-19,Haryana,Water Melon,600
2025-05-19,Haryana,Bottle gourd,1400
2025-05-19,Haryana,Mango,4500
2025-05-19,Haryana,Mousambi(Sweet Lime),3000
2025-05-19,Haryana,Spinach,1800
2025-05-19,Haryana,Water Melon,800
2025-05-19,Haryana,Banana - Green,2000
2025-05-19,Haryana,Bhindi(Ladies Finger),1800
2025-05-19,Haryana,Cucumbar(Kheera),1000
2025-05-19,Haryana,Tomato,800
2025-05-19,Haryana,Bitter gourd,1500
2025-05-19,Haryana,Capsicum,1500
2025-05-19,Haryana,Cauliflower,2500
2025-05-19,Haryana,Karbuja(Musk Melon),900
2025-05-19,Haryana,Banana,2500
2025-05-19,Haryana,Bhindi(Ladies Finger),1000
2025-05-19,Haryana,Cucumbar(Kheera),800
2025-05-19,Himachal Pradesh,Capsicum,3500
2025-05-19,Himachal Pradesh,Cucumbar(Kheera),1600
2025-05-19,Himachal Pradesh,Grapes,10000
2025-05-19,Himachal Pradesh,Tomato,1600
2025-05-19,Himachal Pradesh,Apple,16000
2025-05-19,Himachal Pradesh,Banana,3000
2025-05-19,Himachal Pradesh,Bottle gourd,1600
2025-05-19,Himachal Pradesh,Cauliflower,5500
2025-05-19,Himachal Pradesh,Coriander(Leaves),8000
2025-05-19,Himachal Pradesh,Garlic,11000
2025-05-19,Himachal Pradesh,Papaya,4000
2025-05-19,Himachal Pradesh,Pomegranate,11000
2025-05-19,Himachal Pradesh,Potato,1000
2025-05-19,Himachal Pradesh,Spinach,3500
2025-05-19,Himachal Pradesh,Squash(Chappal Kadoo),1200
2025-05-19,Himachal Pradesh,Bottle gourd,1400
2025-05-19,Himachal Pradesh,Carrot,2000
2025-05-19,Himachal Pradesh,Green Chilli,3000
2025-05-19,Himachal Pradesh,Bitter gourd,2000
2025-05-19,Himachal Pradesh,Cucumbar(Kheera),1000
2025-05-19,Himachal Pradesh,Green Chilli,2500
2025-05-19,Himachal Pradesh,Peas cod,8000
2025-05-19,Himachal Pradesh,Pomegranate,9000
2025-05-19,Himachal Pradesh,Karbuja(Musk Melon),3000
2025-05-19,Himachal Pradesh,Onion,1600
2025-05-19,Himachal Pradesh,Potato,1100
2025-05-19,Himachal Pradesh,Pumpkin,1500
2025-05-19,Himachal Pradesh,Water Melon,1500
2025-05-19,Himachal Pradesh,Apple,15000
2025-05-19,Himachal Pradesh,Bitter gourd,3200
2025-05-19,Himachal Pradesh,Cucumbar(Kheera),1500
2025-05-19,Himachal Pradesh,Green Chilli,3000
2025-05-19,Himachal Pradesh,Guava,11000
2025-05-19,Himachal Pradesh,Pineapple,4800
2025-05-19,Himachal Pradesh,Potato,1300
2025-05-19,Himachal Pradesh,Tinda,3000
2025-05-19,Himachal Pradesh,Water Melon,1500
2025-05-19,Himachal Pradesh,Cabbage,1000
2025-05-19,Himachal Pradesh,French Beans (Frasbean),7000
2025-05-19,Himachal Pradesh,Mousambi(Sweet Lime),5000
2025-05-19,Himachal Pradesh,Capsicum,2800
2025-05-19,Himachal Pradesh,Cherry,23000
2025-05-19,Himachal Pradesh,Coriander(Leaves),3800
2025-05-19,Himachal Pradesh,French Beans (Frasbean),6000
2025-05-19,Himachal Pradesh,Pomegranate,10000
2025-05-19,Himachal Pradesh,Bhindi(Ladies Finger),2800
2025-05-19,Himachal Pradesh,Lemon,9000
2025-05-19,Jammu and Kashmir,Bhindi(Ladies Finger),2000
2025-05-19,Jammu and Kashmir,Carrot,1500
2025-05-19,Jammu and Kashmir,Cauliflower,3000
2025-05-19,Jammu and Kashmir,Mango,6000
2025-05-19,Jammu and Kashmir,Water Melon,1000
